8.00529,-0.0060467
8.0119,-0.005291
8.02249,-0.0045065
8.04101,-0.0031117
8.06746,-0.0017752
8.10979,-0.0006718
8.16534,-3.39e-05
8.23148,2.23e-05
8.29762,-3.77e-05
8.35317,-0.000737
8.38492,-0.002017
8.40608,-0.0033548
8.42725,-0.0047508
8.44312,-0.0061466
8.45899,-0.0075424
8.47487,-0.0089964
8.4881,-0.0103921
8.49868,-0.0118459
8.5119,-0.0132416
8.52249,-0.0146954
8.53307,-0.0161492
8.54365,-0.0175449
8.55159,-0.0189986
8.56217,-0.0204524
8.57275,-0.0219062
8.58598,-0.0233019
8.60185,-0.0246977
8.62302,-0.0260937
8.65212,-0.0273736
8.69709,-0.0287412
8.72884,-0.027841
8.74471,-0.0264461
8.76058,-0.024993
8.77116,-0.023598
8.78175,-0.0221448
8.79497,-0.0206917
8.80556,-0.0192967
8.81614,-0.0178435
8.82937,-0.0163904
8.84259,-0.0149954
8.85317,-0.0135422
8.8664,-0.0121473
8.87963,-0.0106942
8.89286,-0.0092992
8.90344,-0.007846
8.91667,-0.0064511
8.93254,-0.004998
8.94841,-0.0036032
8.97222,-0.0022666
9.00661,-0.0010467
9.05952,-0.0001761
9.12302,-6.17e-05
9.18915,-5.5e-06
9.25,-0.0004142
9.28968,-0.0015782
9.31349,-0.0029161
9.33466,-0.0043121
9.35053,-0.0057079
9.3664,-0.0071037
9.38228,-0.0084995
9.39815,-0.0099534
9.41138,-0.0113492
9.42196,-0.012803
9.43254,-0.0142568
9.44312,-0.0156524
9.4537,-0.0171062
9.46429,-0.01856
9.47222,-0.0199556
9.4828,-0.0214094
9.49603,-0.0228633
9.50926,-0.024259
9.52778,-0.0256549
9.55423,-0.0269929
9.59127,-0.0282149
9.61508,-0.0286516
9.63624,-0.0280999
9.65741,-0.0267633
9.67063,-0.0253102
9.68122,-0.0239152
9.69444,-0.022462
9.70503,-0.021067
9.71561,-0.0196138
9.72884,-0.0181607
9.73942,-0.0167657
9.75265,-0.0153126
9.76587,-0.0139176
9.7791,-0.0124645
9.78968,-0.0110695
9.80291,-0.0096164
9.81614,-0.0081633
9.82672,-0.0067682
9.84259,-0.0053152
9.85847,-0.0039203
9.87963,-0.0025837
9.91138,-0.0013056
9.95899,-0.0003186
